,AAPL,MSFT,NVDA
21/03/2017,32.51721954,58.54463577,2.612258911
22/03/2017,32.88462448,59.29229355,2.665534496
23/03/2017,32.76836777,59.14640808,2.641363621
24/03/2017,32.7032547,59.24671173,2.650736809
27/03/2017,32.75905991,59.35611725,2.669974566
28/03/2017,33.43806076,59.52934265,2.6561625
29/03/2017,33.51245499,59.69347,2.647529602
30/03/2017,33.46828461,59.91228867,2.698339224
31/03/2017,33.4054985,60.04906464,2.686747074
03/04/2017,33.41479111,59.76641846,2.673181295
04/04/2017,33.66360855,59.93052673,2.485728025
05/04/2017,33.48920822,59.77551651,2.467228174
06/04/2017,33.4054985,59.93052673,2.485234737
07/04/2017,33.33108902,59.8849411,2.474628687
10/04/2017,33.29156113,59.74817276,2.411486149
11/04/2017,32.93346405,59.70257187,2.420119524
12/04/2017,32.97299194,59.47464752,2.400141239
13/04/2017,32.79858398,59.21934891,2.355250597
17/04/2017,32.97996521,59.70257187,2.447497129
18/04/2017,32.83346558,59.62053299,2.448976994
19/04/2017,32.71254349,59.30139923,2.458596468
20/04/2017,33.1218071,59.72082138,2.497566938
21/04/2017,33.08228302,60.54140472,2.507926226
24/04/2017,33.4008522,61.57169342,2.539250612
25/04/2017,33.60780716,61.92728806,2.583400488
26/04/2017,33.41014099,61.84524918,2.56564188
27/04/2017,33.43572235,62.24641037,2.605599403
28/04/2017,33.40316391,62.41965866,2.572548151
01/05/2017,34.08449173,63.28583527,2.630264759
02/05/2017,34.30075073,63.18554688,2.552322865
03/05/2017,34.19610596,62.9849472,2.571315527
04/05/2017,34.0728569,62.73876953,2.561449051
05/05/2017,34.63791656,62.91200638,2.561696529
08/05/2017,35.57966995,62.85729599,2.534811497
09/05/2017,35.80755234,62.94848633,2.539004087
10/05/2017,35.63780975,63.19467163,2.991604567
11/05/2017,35.94600677,62.41965866,3.120108843
12/05/2017,36.44802094,62.34670258,3.154393435
15/05/2017,36.35462189,62.39230347,3.312741995
16/05/2017,36.30091858,63.64857101,3.374403238
17/05/2017,35.0820961,61.87878036,3.150200844
18/05/2017,35.61679077,62.08968353,3.282156944
19/05/2017,35.73820496,62.07136154,3.357958078
22/05/2017,35.9553566,62.76826859,3.42956233
23/05/2017,35.91098404,62.97917938,3.383390665
24/05/2017,35.80358124,63.06168365,3.421414375
25/05/2017,35.92733383,63.84114075,3.413759708
26/05/2017,35.86662674,64.15293121,3.502153158
30/05/2017,35.88064194,64.5655899,3.576966524
31/05/2017,35.66815567,64.04288483,3.564126968
01/06/2017,35.76622772,64.28131104,3.564373493
02/06/2017,36.29624557,65.8035202,3.546596766
05/06/2017,35.94132614,66.28034973,3.654495955
06/06/2017,36.06276321,66.50041962,3.637953281
07/06/2017,36.27756119,66.38123322,3.68190217
08/06/2017,36.18883896,65.97774506,3.949057817
09/06/2017,34.78555679,64.48305511,3.693754196
12/06/2017,33.95433044,63.98787689,3.702889681
13/06/2017,34.22750473,64.78565216,3.738198042
14/06/2017,33.89362717,64.43718719,3.746098042
15/06/2017,33.69047928,64.09792328,3.762147903
16/06/2017,33.21883392,64.18961334,3.743629456
19/06/2017,34.16913605,64.98738861,3.884367466
20/06/2017,33.85858917,64.10707855,3.878688574
21/06/2017,34.05939865,64.43718719,3.937451839
22/06/2017,34.00335693,64.4280014,3.910293341
23/06/2017,34.15512848,65.29918671,3.798196316
26/06/2017,34.04772949,64.67562866,3.756715775
27/06/2017,33.55971909,63.46519089,3.619187593
28/06/2017,34.05007553,64.00619507,3.746839762
29/06/2017,33.54805374,62.80494308,3.621656656
30/06/2017,33.62744522,63.20841599,3.569312334
03/07/2017,33.50601959,62.51151657,3.440178156
05/07/2017,33.64378738,63.34598923,3.53202939
06/07/2017,33.3262291,62.87829971,3.542645454
07/07/2017,33.66479492,63.69442368,3.623632431
10/07/2017,33.87026596,64.17127228,3.794986963
11/07/2017,33.98002243,64.18044281,3.848813057
12/07/2017,34.02905655,65.24414063,4.012513638
13/07/2017,34.50302887,65.81269836,3.966094971
14/07/2017,34.79956436,66.7388382,4.072757721
17/07/2017,34.92098236,67.26153564,4.055474281
18/07/2017,35.04239655,67.21570587,4.097697258
19/07/2017,35.26187897,67.7292099,4.076463223
20/07/2017,35.10311127,68.05931854,4.135721207
21/07/2017,35.08676147,67.66503143,4.15053463
24/07/2017,35.51171875,67.49080658,4.102388382
25/07/2017,35.66347504,68.03181458,4.082634449
26/07/2017,35.83159637,67.90344238,4.129794598
27/07/2017,35.15447617,67.08731079,3.993501663
28/07/2017,34.90696716,66.97727203,4.058931828
31/07/2017,34.7271843,66.66548157,4.012513638
01/08/2017,35.03538513,66.55545807,4.061399937
02/08/2017,36.6908493,66.26202393,4.058931828
03/08/2017,36.32427216,66.16114044,4.110536098
04/08/2017,36.515728,66.64717102,4.128559589
07/08/2017,37.08078003,66.39039612,4.255472183
08/08/2017,37.37731934,66.74800873,4.204855919
09/08/2017,37.60614777,66.45459747,4.249546051
10/08/2017,36.40830994,65.48256683,4.067573547
11/08/2017,36.91463089,66.48208618,3.850788355
14/08/2017,37.47016907,67.4815979,4.157942295
15/08/2017,37.8803978,67.50003815,4.122880936
16/08/2017,37.72803497,67.89645386,4.0776968
17/08/2017,37.00371552,66.74411011,3.986834764
18/08/2017,36.91932678,66.82707977,3.987575531
21/08/2017,36.85134125,66.51363373,3.929552078
22/08/2017,37.45375824,67.44473267,4.017034531
23/08/2017,37.50064468,67.03910828,4.097350597
24/08/2017,37.33422089,67.01144409,4.082275391
25/08/2017,37.47252655,67.13132477,4.048172474
28/08/2017,37.84992218,67.14053345,4.076839447
29/08/2017,38.18746948,67.34334564,4.070167065
30/08/2017,38.29061127,68.22834015,4.094383717
31/08/2017,38.44297028,68.92896271,4.187305927
01/09/2017,38.45469284,68.16381073,4.212510109
05/09/2017,37.99290848,67.85958099,4.100068569
06/09/2017,37.95305634,67.666008,4.097598553
07/09/2017,37.80069351,68.532547,4.11662674
08/09/2017,37.1842041,68.20070648,4.045207977
11/09/2017,37.85695267,68.91976929,4.176431179
12/09/2017,37.70693207,68.8460083,4.191505432
13/09/2017,37.42329407,69.33459473,4.210286617
14/09/2017,37.10215759,68.92896271,4.186315536
15/09/2017,37.47721863,69.4267807,4.45098877
18/09/2017,37.193573,69.28847504,4.634849072
19/09/2017,37.20764923,69.54663849,4.629907608
20/09/2017,36.58411789,69.08568573,4.592591286
21/09/2017,35.95589447,68.41271973,4.467051029
22/09/2017,35.60429382,68.59709167,4.423555374
25/09/2017,35.29018021,67.53691864,4.225857258
26/09/2017,35.89729691,67.53691864,4.249579906
27/09/2017,36.15280914,68.08085632,4.342746735
28/09/2017,35.93011093,68.09931183,4.34151125
29/09/2017,36.12701035,68.67085266,4.417872906
02/10/2017,36.05435181,68.78147125,4.423555374
03/10/2017,36.21140289,68.45883942,4.432700634
04/10/2017,35.97700119,68.85521698,4.469769955
05/10/2017,36.42473221,70.03522491,4.467298508
06/10/2017,36.40361786,70.0628891,4.480395794
09/10/2017,36.53019333,70.33020782,4.581470013
10/10/2017,36.54425049,70.33020782,4.668952942
11/10/2017,36.69663239,70.45007324,4.718625069
12/10/2017,36.56771088,71.09539032,4.720849514
13/10/2017,36.79977798,71.43648529,4.808826447
16/10/2017,37.47721863,71.58397675,4.891367435
17/10/2017,37.61550522,71.52864838,4.886918545
18/10/2017,37.44907761,71.54711151,4.882717609
19/10/2017,36.5630188,71.82367706,4.888154507
20/10/2017,36.62631607,72.65335846,4.865913391
23/10/2017,36.60755539,72.67180634,4.858993053
24/10/2017,36.82555008,72.69946289,4.909901619
25/10/2017,36.66381836,72.4874115,4.785843849
26/10/2017,36.89823532,72.60726929,4.836010933
27/10/2017,38.22028351,77.26279449,4.988487244
30/10/2017,39.08057022,77.33651733,5.037419796
31/10/2017,39.62438583,76.68199158,5.110815048
01/11/2017,39.12041855,76.68199158,5.120452881
02/11/2017,39.40639114,77.48403168,5.089314461
03/11/2017,40.43544006,77.56697083,5.157274723
06/11/2017,40.84566116,77.87119293,5.180505276
07/11/2017,40.97692871,77.68682098,5.239814758
08/11/2017,41.31212997,77.95417786,5.168889523
09/11/2017,41.22774506,77.52088928,5.073992729
10/11/2017,41.09129715,77.31809235,5.341384411
13/11/2017,40.92661667,77.3733902,5.254642487
14/11/2017,40.30791092,77.48403168,5.292947292
15/11/2017,39.77625275,76.88178253,5.189152718
16/11/2017,40.25144958,77.08562469,5.22943449
17/11/2017,40.02796936,76.34441376,5.223258018
20/11/2017,39.98797607,76.46485901,5.290474892
21/11/2017,40.73137283,77.56741333,5.339159012
22/11/2017,41.15953064,77.00225067,5.315171719
24/11/2017,41.16187286,77.1411972,5.365373135
27/11/2017,40.95484543,77.70638275,5.295635223
28/11/2017,40.71489716,78.64215088,5.210811138
29/11/2017,39.87034988,77.21533203,4.857423306
30/11/2017,40.42789078,77.98434448,4.963513374
01/12/2017,40.23968506,78.06773376,4.888581276
04/12/2017,39.94562531,75.12141418,4.616061211
05/12/2017,39.90799332,75.59391785,4.64276886
06/12/2017,39.75976944,76.6964798,4.680356503
07/12/2017,39.83270645,76.42780304,4.747870922
08/12/2017,39.8444519,77.97505951,4.735505581
11/12/2017,40.62080002,78.96643066,4.813898087
12/12/2017,40.39260101,79.29070282,4.719431877
13/12/2017,40.52669907,79.07759094,4.604191303
14/12/2017,40.51494598,78.46611786,4.611361504
15/12/2017,40.92661667,80.46739197,4.7372365
18/12/2017,41.50298309,80.03191376,4.894023418
19/12/2017,41.06072235,79.52235413,4.849755764
20/12/2017,41.01602173,79.23510742,4.866819859
21/12/2017,41.17128372,79.21659088,4.844316006
22/12/2017,41.17128372,79.22584534,4.828985214
26/12/2017,40.12677002,79.12393951,4.882646561
27/12/2017,40.13382339,79.4111557,4.87596941
28/12/2017,40.24673843,79.42044067,4.881658077
29/12/2017,39.81153488,79.25363159,4.785211563
02/01/2018,40.52434158,79.63352966,4.929880619
03/01/2018,40.51729202,80.00411987,5.25433588
04/01/2018,40.7054863,80.7082901,5.282032967
05/01/2018,41.16892624,81.70890808,5.326794624
08/01/2018,41.01602173,81.79227448,5.490011215
09/01/2018,41.01131439,81.73667908,5.488527775
10/01/2018,41.00189972,81.36607361,5.531556129
11/01/2018,41.23480225,81.606987,5.54144907
12/01/2018,41.66061401,83.01528168,5.514244556
16/01/2018,41.44887543,81.85712433,5.443271637
17/01/2018,42.13346863,83.51560211,5.557274818
18/01/2018,42.1710968,83.47853088,5.550350666
19/01/2018,41.98290634,83.38587189,5.69056797
22/01/2018,41.63942719,84.87757874,5.779102325
23/01/2018,41.64884186,85.14626312,5.908192158
24/01/2018,40.9854393,85.07210541,5.831282139
25/01/2018,40.25381088,85.54465485,5.844882488
26/01/2018,40.34791183,87.14750671,6.017496109
29/01/2018,39.51276779,87.01779175,6.104545116
30/01/2018,39.27986908,85.9245224,6.002412319
31/01/2018,39.38808441,88.02772522,6.078578472
01/02/2018,39.47042465,87.33280945,5.947511196
02/02/2018,37.7577858,85.03507996,5.774897575
05/02/2018,36.81443405,81.53285217,5.284753323
06/02/2018,38.35298157,84.61815643,5.578543186
07/02/2018,37.53194046,83.02454376,5.658174992
08/02/2018,36.49919891,78.76262665,5.379220963
09/02/2018,36.94564438,81.69963074,5.739285946
12/02/2018,38.43376541,82.5798111,5.639130592
13/02/2018,38.81878281,83.22836304,5.752888203
14/02/2018,39.53449631,84.53157043,5.970263481
15/02/2018,40.86200714,86.25367737,6.095889091
16/02/2018,40.72972488,85.63929749,6.030109406
20/02/2018,40.59272766,86.30954742,6.159694195
21/02/2018,40.40848923,85.16457367,5.972487926
22/02/2018,40.74625778,85.38796997,5.992035866
23/02/2018,41.45487976,87.55687714,6.08557415
26/02/2018,42.2745285,88.82284546,6.101658344
27/02/2018,42.1375351,87.68721008,6.08879137
28/02/2018,42.07375336,87.28692627,5.988326073
01/03/2018,41.33678818,86.43054199,5.746070862
02/03/2018,41.62260437,86.61670685,5.853216648
05/03/2018,41.7666893,87.16590881,5.831194401
06/03/2018,41.73125458,86.86806488,5.992284775
07/03/2018,41.34387207,87.37071991,5.98436594
08/03/2018,41.79504013,87.90129852,5.968033791
09/03/2018,42.5131073,89.86541748,6.070726395
12/03/2018,42.92412186,90.07951355,6.180346966
13/03/2018,42.51074219,87.88269043,6.129619598
14/03/2018,42.14934921,87.36138153,6.155107498
15/03/2018,42.19894409,87.66858673,6.1699543
16/03/2018,42.05014801,88.05953979,6.198164463
19/03/2018,41.40764999,86.46775055,5.963580132
20/03/2018,41.39347076,86.69119263,6.175893307
21/03/2018,40.45571518,86.08612823,6.150653839
22/03/2018,39.88409805,83.58210754,5.984613419
23/03/2018,38.96051025,81.15254974,5.764877319
26/03/2018,40.81003571,87.29624176,6.049694061
27/03/2018,39.76362991,83.28424072,5.580526829
28/03/2018,39.32427597,83.20974731,5.477338791
29/03/2018,39.63135147,84.9597702,5.730729103
02/04/2018,39.37151337,82.39992523,5.46991539
03/04/2018,39.77544022,83.50764465,5.57631731
04/04/2018,40.53603363,85.94649506,5.598341465
05/04/2018,40.8171196,85.99304962,5.478081226
06/04/2018,39.77307892,83.99167633,5.301646709
09/04/2018,40.16753769,84.49433899,5.330352306
10/04/2018,40.92340469,86.45848083,5.639667034
11/04/2018,40.73208237,85.50899506,5.598341465
12/04/2018,41.13365555,87.1100769,5.805211544
13/04/2018,41.27301025,86.64464569,5.728501797
16/04/2018,41.53047943,87.65925598,5.728254318
17/04/2018,42.10210419,89.42793274,5.877961159
18/04/2018,42.00761795,89.77233887,5.849009037
19/04/2018,40.8171196,89.46513367,5.667628765
20/04/2018,39.14476013,88.43190765,5.659462452
23/04/2018,39.0313797,88.75769806,5.539944649
24/04/2018,38.48809052,86.6818924,5.473626137
25/04/2018,38.65579605,85.92787933,5.361283779
26/04/2018,38.79042816,87.74306488,5.573101044
27/04/2018,38.3416481,89.19519043,5.600568295
30/04/2018,39.03609848,87.05421448,5.565181255
01/05/2018,39.94314194,88.43190765,5.620612144
02/05/2018,41.70764923,87.04491425,5.600074768
03/05/2018,41.78321075,87.56620789,5.765372276
04/05/2018,43.42251968,88.58084106,5.915574074
07/05/2018,43.73667908,89.56754303,6.15362215
08/05/2018,43.94690704,89.18589783,6.196184635
09/05/2018,44.25634003,90.23777008,6.329313278
10/05/2018,44.88938141,91.14070892,6.436955929
11/05/2018,44.71865082,90.94520569,6.298381805
14/05/2018,44.61432266,91.25241089,6.318919182
15/05/2018,44.20885086,90.59151459,6.076417923
16/05/2018,44.62143326,90.82521057,6.087553024
17/05/2018,44.33927155,89.91835785,6.129619598
18/05/2018,44.17802048,90.08664703,6.085820675
21/05/2018,44.49102783,91.24591827,6.043754101
22/05/2018,44.37956619,91.1524353,6.005648136
23/05/2018,44.66412354,92.23692322,6.129202366
24/05/2018,44.61432266,91.90968323,6.132914543
25/05/2018,44.71627426,91.95644379,6.172283649
29/05/2018,44.55504608,91.62924194,6.155200958
30/05/2018,44.46019745,92.50803375,6.264145851
31/05/2018,44.31080246,92.40519714,6.244336605
01/06/2018,45.10990906,94.22824097,6.378786564
04/06/2018,45.48693085,95.05096436,6.557804585
05/06/2018,45.83786392,95.53710175,6.563252449
06/06/2018,45.99674225,95.81758881,6.565233707
07/06/2018,45.87343216,94.31237793,6.509521961
08/06/2018,45.45609665,95.01356506,6.494170666
11/06/2018,45.34465408,94.47132111,6.453067303
12/06/2018,45.59363937,94.71439362,6.501597404
13/06/2018,45.21897888,94.28434753,6.497141361
14/06/2018,45.24269104,94.81723785,6.608810902
15/06/2018,44.77793121,93.6111908,6.567956924
18/06/2018,44.7542305,94.29370117,6.563746929
19/06/2018,44.0310173,94.29370117,6.441924572
20/06/2018,44.22306824,95.23794556,6.494914055
21/06/2018,43.97646713,94.55547333,6.366158962
22/06/2018,43.84843445,93.8730011,6.213633537
25/06/2018,43.19634628,91.98451233,5.920719624
26/06/2018,43.73223495,92.62957764,5.991781712
27/06/2018,43.66820908,91.18982697,5.83653307
28/06/2018,43.9859581,92.20886993,5.963801384
29/06/2018,43.89347839,92.19017029,5.86575079
02/07/2018,44.38431549,93.49901581,5.997972488
03/07/2018,43.61129761,92.60153961,5.864264488
05/07/2018,43.96223831,93.26528931,6.010103226
06/07/2018,44.57164383,94.57417297,6.12400341
09/07/2018,45.19052505,95.21923828,6.171541214
10/07/2018,45.13598633,95.47167206,6.270583153
11/07/2018,44.55029678,95.34077454,6.128954887
12/07/2018,45.2972374,97.40689087,6.220567226
13/07/2018,45.36836243,98.56614685,6.173274517
16/07/2018,45.26877594,98.08002472,6.145544529
17/07/2018,45.39682388,99.05231476,6.281477928
18/07/2018,45.14785385,98.27635956,6.232205868
19/07/2018,45.4987793,97.60323334,6.240375042
20/07/2018,45.39445114,99.35145569,6.212149143
23/07/2018,45.43476486,100.9408112,6.175503254
24/07/2018,45.76437378,100.651001,6.158172131
25/07/2018,46.19592285,103.614624,6.236414909
26/07/2018,46.05127335,102.4834061,6.309952259
27/07/2018,45.28538132,100.6696701,6.240128517
30/07/2018,45.03165436,98.51007843,6.044767857
31/07/2018,45.12175369,99.17385101,6.062843323
01/08/2018,47.77988815,99.36083221,6.102707863
02/08/2018,49.17653656,100.5668564,6.205463886
03/08/2018,49.31880951,101.0062485,6.242108822
06/08/2018,49.57489395,101.0903854,6.289896011
07/08/2018,49.11013031,101.7915573,6.362197399
08/08/2018,49.14333725,102.3618546,6.398595333
09/08/2018,49.52984619,102.5301208,6.350065231
10/08/2018,49.3823204,101.9037476,6.308713913
13/08/2018,49.70116043,101.1651688,6.341645718
14/08/2018,49.91057968,102.4272842,6.473124027
15/08/2018,50.0271759,101.0383377,6.414936066
16/08/2018,50.76006317,101.0195465,6.374330521
17/08/2018,51.77373505,100.9632339,6.061853886
20/08/2018,51.26927567,100.2969131,6.136628628
21/08/2018,51.16934967,99.46166992,6.272316456
22/08/2018,51.17173004,100.4752121,6.507541656
23/08/2018,51.27640915,100.9444656,6.607078552
24/08/2018,51.43584824,101.7328186,6.740290642
27/08/2018,51.85939407,102.8590088,6.831408024
28/08/2018,52.27819061,103.4784088,6.793772221
29/08/2018,53.05867767,105.1301422,6.899310112
30/08/2018,53.54648972,105.0644608,6.882464886
31/08/2018,54.16516876,105.4210892,6.953565598
04/09/2018,54.33887482,104.8392181,7.028381824
05/09/2018,53.98432159,101.8172607,6.897574425
06/09/2018,53.08724594,102.0518799,6.756362438
07/09/2018,52.6589241,101.5544891,6.735057831
10/09/2018,51.95220566,102.6525269,6.806158066
11/09/2018,53.26570129,104.3981247,6.758345127
12/09/2018,52.60420227,104.8392181,6.644384384
13/09/2018,53.87485886,105.9654312,6.722174644
14/09/2018,53.26331711,106.3971252,6.848274231
17/09/2018,51.84512711,105.2427826,6.786340237
18/09/2018,51.93079376,106.2469559,6.714246273
19/09/2018,51.96172714,104.8298264,6.738031864
20/09/2018,52.35671616,106.5848389,6.59681797
21/09/2018,51.79277039,107.2323837,6.526708603
24/09/2018,52.53756714,107.617157,6.58245039
25/09/2018,52.87070465,107.4107132,6.649587154
26/09/2018,52.44952393,106.9696198,6.612674713
27/09/2018,53.52745056,107.3731842,6.624565125
28/09/2018,53.71542358,107.3356323,6.961987019
01/10/2018,54.07711029,108.4993668,7.16860342
02/10/2018,54.55778885,108.0676575,7.097253799
03/10/2018,55.22166824,108.0864334,7.103447437
04/10/2018,54.25082397,105.8528061,6.919128895
05/10/2018,53.37039948,105.2333984,6.685510159
08/10/2018,53.24665833,104.0321198,6.584182739
09/10/2018,53.98432159,105.3554001,6.578485012
10/10/2018,51.48343277,99.63057709,6.086721897
11/10/2018,51.02894974,99.39595032,5.825109959
12/10/2018,52.85165787,102.8308411,6.10777998
15/10/2018,51.72138596,100.9820099,5.831303596
16/10/2018,52.8611908,104.1728973,6.090190411
17/10/2018,52.63274002,103.9007111,6.021565914
18/10/2018,51.40253448,101.8266525,5.934114933
19/10/2018,52.1853981,101.9768143,5.677454948
22/10/2018,52.5042572,102.8871536,5.728242874
23/10/2018,52.99918365,101.4512482,5.476538658
24/10/2018,51.18123627,96.02676392,4.940180779
25/10/2018,52.30200195,101.6389618,5.149026871
26/10/2018,51.46915817,100.3813477,4.912435055
29/10/2018,50.50308228,97.46265411,4.598548412
30/10/2018,50.75530243,97.35004425,5.029120922
31/10/2018,52.07831955,100.240593,5.223100185
01/11/2018,52.87782669,99.4053421,5.403456211
02/11/2018,49.37041092,99.63057709,5.324427128
05/11/2018,47.96886826,100.8975525,5.246388435
06/11/2018,48.48761368,101.094635,5.228798866
07/11/2018,49.9581604,105.0738602,5.296431065
08/11/2018,49.78385162,104.87677,5.103195667
09/11/2018,48.82395172,102.8308411,5.095266342
12/11/2018,46.36447906,100.2969131,4.695662022
13/11/2018,45.90123367,100.3626099,4.937703609
14/11/2018,44.60465622,98.93936157,4.885182381
15/11/2018,45.70543289,101.1166382,5.014008045
16/11/2018,46.21166229,102.068634,4.073587894
19/11/2018,44.38018799,98.60945892,3.584796667
20/11/2018,42.25979614,95.86665344,3.693306684
21/11/2018,42.21203995,97.18621063,3.585044622
23/11/2018,41.13989639,97.14852905,3.592228651
26/11/2018,41.69626999,100.3531723,3.791659355
27/11/2018,41.60552979,100.9846802,3.808505774
28/11/2018,43.20537186,104.7360229,3.965573311
29/11/2018,42.87348175,103.8594666,3.902336836
30/11/2018,42.64186096,104.5192413,4.052865505
03/12/2018,44.13186264,105.6503067,4.216784477
04/12/2018,42.19055176,102.2854156,3.896136522
06/12/2018,41.72014236,102.9169235,3.92539978
07/12/2018,40.23254395,98.79798126,3.66054821
10/12/2018,40.4975853,101.4088364,3.765943289
11/12/2018,40.26597214,102.3513794,3.674931049
12/12/2018,40.37818909,102.8132401,3.692538261
13/12/2018,40.81993866,103.161972,3.692290068
14/12/2018,39.51379395,99.9384613,3.63178134
17/12/2018,39.14606857,96.97886658,3.560608864
18/12/2018,39.65468216,97.99681091,3.643933058
19/12/2018,38.41778564,97.7328949,3.43487978
20/12/2018,37.44831848,95.67814636,3.350315332
21/12/2018,35.991745,92.586586,3.213178158
24/12/2018,35.06049347,88.72211456,3.151429415
26/12/2018,37.52950668,94.7827301,3.300717831
27/12/2018,37.28594971,95.36709595,3.252856016
28/12/2018,37.30506134,94.62248993,3.314357281
31/12/2018,37.66562271,95.73468018,3.310637474
02/01/2019,37.70858765,95.31053162,3.378090382
03/01/2019,33.95254135,91.80426025,3.173995733
04/01/2019,35.40195847,96.0739975,3.377346754
07/01/2019,35.32315063,96.19654083,3.556145191
08/01/2019,35.996521,96.89402008,3.467613459
09/01/2019,36.60780334,98.27957916,3.535810232
10/01/2019,36.72480392,97.6480484,3.601527214
11/01/2019,36.36424637,96.89402008,3.690802574
14/01/2019,35.81743622,96.1871109,3.730728626
15/01/2019,36.55051041,98.97705078,3.716593504
16/01/2019,36.99702835,99.32579803,3.691050529
17/01/2019,37.21670151,100.0232925,3.762470722
18/01/2019,37.4459343,101.5219345,3.891671896
22/01/2019,36.60542679,99.60856628,3.689314127
23/01/2019,36.75345993,100.5793915,3.702210665
24/01/2019,36.46214676,100.0987015,3.914239645
25/01/2019,37.67037582,101.01297,3.971525192
28/01/2019,37.32177353,99.04302979,3.42247963
29/01/2019,36.93493271,97.02599335,3.263519764
30/01/2019,39.45887375,100.2683487,3.407104969
31/01/2019,39.74303055,98.43039703,3.56482482
01/02/2019,39.76214218,96.87516022,3.589128017
04/02/2019,40.89157104,99.66512299,3.699482679
05/02/2019,41.59120941,101.0600815,3.718577147
06/02/2019,41.60552979,99.9384613,3.794213295
07/02/2019,40.81755829,99.2220993,3.655836344
08/02/2019,40.86550903,99.59914398,3.674435139
11/02/2019,40.63050079,99.20324707,3.63178134
12/02/2019,40.98062134,100.7490387,3.748831511
13/02/2019,40.81035233,100.673645,3.791237354
14/02/2019,40.95903778,100.7584839,3.832155943
15/02/2019,40.86790848,102.0026474,3.901839733
19/02/2019,40.9902153,101.9555054,3.884480715
20/02/2019,41.25400162,101.4254379,3.931846619
21/02/2019,41.02138138,103.5646973,3.862905741
22/02/2019,41.47942352,105.0413513,3.947718382
25/02/2019,41.78157806,105.628212,3.935317993
26/02/2019,41.80556107,106.3570786,3.895888805
27/02/2019,41.93503952,106.1772156,3.853978634
28/02/2019,41.52257919,106.0447006,3.829402685
01/03/2019,41.95903397,106.5179901,3.883768559
04/03/2019,42.1700592,106.2624359,3.891959906
05/03/2019,42.09332657,105.7323151,3.885505676
06/03/2019,41.85112,105.7796783,3.774540663
07/03/2019,41.36671066,104.4923325,3.705280542
08/03/2019,41.46502304,104.6059036,3.739537954
11/03/2019,42.90147781,106.8019867,4.00019455
12/03/2019,43.3834877,107.5497589,4.034451485
13/03/2019,43.57532883,108.3827515,4.185879707
14/03/2019,44.05973816,108.4679413,4.109918118
15/03/2019,44.63288498,109.7174301,4.2154212
18/03/2019,45.08851242,111.2887344,4.194072247
19/03/2019,44.73119354,111.3644638,4.361884594
20/03/2019,45.12208939,111.2414017,4.329363823
21/03/2019,46.78395081,113.7971573,4.566187859
22/03/2019,45.8151207,110.7965012,4.406320572
25/03/2019,45.26116943,111.3739319,4.313973904
26/03/2019,44.79354477,111.6105652,4.390679836
27/03/2019,45.19641876,110.5314713,4.381495953
28/03/2019,45.25637817,110.6829224,4.400114536
29/03/2019,45.55134201,111.6389847,4.457457066
01/04/2019,45.86069107,112.6612625,4.524981022
02/04/2019,46.52735901,112.822197,4.542854309
03/04/2019,46.84628677,113.5605011,4.682367325
04/04/2019,46.92783356,112.9831085,4.673430443
05/04/2019,47.24197769,113.484787,4.740207195
08/04/2019,47.98538208,113.5226593,4.761060238
09/04/2019,47.84149551,112.9073563,4.698254108
10/04/2019,48.1100769,113.7687607,4.768754959
11/04/2019,47.70960236,113.901268,4.754854679
12/04/2019,47.69042206,114.4881363,4.716872215
15/04/2019,47.77673721,114.5828247,4.585055351
16/04/2019,47.78153229,114.3177414,4.672188759
17/04/2019,48.71199417,115.2643433,4.649350643
18/04/2019,48.88705063,116.7788696,4.624773026
22/04/2019,49.04773331,117.148056,4.67864275
23/04/2019,49.75514984,118.7382736,4.73325634
24/04/2019,49.67841721,118.3312454,4.745668888
25/04/2019,49.22758102,122.2500687,4.639917374
26/04/2019,48.99256897,122.950531,4.420966148
29/04/2019,49.0669136,122.8369293,4.451747894
30/04/2019,48.12207413,123.6226425,4.493206501
01/05/2019,50.48416901,121.0478973,4.48004818
02/05/2019,50.15562439,119.4671326,4.547570705
03/05/2019,50.77913284,122.0133972,4.543102264
06/05/2019,49.99496841,121.3034897,4.464657307
07/05/2019,48.64725494,118.8139877,4.297343254
08/05/2019,48.65684509,118.8045349,4.317450047
09/05/2019,48.13405991,118.7950897,4.224853992
10/05/2019,47.46724701,120.3379669,4.190844536
13/05/2019,44.70847321,116.7599182,3.933416605
14/05/2019,45.41620636,118.0662003,4.022537231
15/05/2019,45.96026611,119.7288513,3.961467743
16/05/2019,45.75805664,122.4935608,3.976609945
17/05/2019,45.49807358,121.6765213,3.88575387
20/05/2019,44.07534027,119.918869,3.767093182
21/05/2019,44.92031479,120.5649185,3.849262476
22/05/2019,44.00072479,121.2964554,3.778264284
23/05/2019,43.24964523,119.8808746,3.657121181
24/05/2019,43.08353424,119.9378357,3.603252649
28/05/2019,42.90539169,119.8618774,3.558073521
29/05/2019,42.70077133,118.7027512,3.483847857
30/05/2019,42.92225266,119.4533234,3.45725584
31/05/2019,42.14469528,117.505661,3.366543293
03/06/2019,41.71859741,113.8573532,3.324791193
04/06/2019,43.24482346,117.0116119,3.553932428
05/06/2019,43.94293213,119.5483322,3.511185884
06/06/2019,44.58809662,121.4389725,3.573317528
07/06/2019,45.77490616,124.8402405,3.616064072
10/06/2019,46.35987473,125.9803391,3.688881874
11/06/2019,46.89670563,125.5052948,3.746540308
